ticker,exchange,sector,industry,state_val,city,lat,lon,rpt_year,revenue_scaled,income_tax_scaled,net_income_scaled,market_cap,median_hh_income
DUK,NYSE,Utilities,Electric Utilities,NC,Charlotte,35.223804,-80.84802,2016,22753000000,1156000000,2560000000,53635420000,53764
DUK,NYSE,Utilities,Electric Utilities,NC,Charlotte,35.223804,-80.84802,2017,23565000000,1196000000,3065000000,58877000000,50343
DUK,NYSE,Utilities,Electric Utilities,NC,Charlotte,35.223804,-80.84802,2018,24521000000,448000000,2647000000,61100400000,53369
DUK,NYSE,Utilities,Electric Utilities,NC,Charlotte,35.223804,-80.84802,2019,25079000000,519000000,3755000000,66492090000,54602
DVA,NYSE,Health Care,Health Care Facilities,CO,Denver,39.753544,-105.00303,2015,13782000000,296000000,270000000,15057360000,66596
DVA,NYSE,Health Care,Health Care Facilities,CO,Denver,39.753544,-105.00303,2016,10707000000,432000000,1032000000,13161000000,70566
DVA,NYSE,Health Care,Health Care Facilities,CO,Denver,39.753544,-105.00303,2017,10877000000,324000000,901000000,13799750000,74172
DVA,NYSE,Health Care,Health Care Facilities,CO,Denver,39.753544,-105.00303,2018,11405000000,258000000,624000000,8851120000,73034
DVA,NYSE,Health Care,Health Care Facilities,CO,Denver,39.753544,-105.00303,2019,11388000000,280000000,707000000,11554620000,72331
DVN,NYSE,Energy,Oil & Gas Exploration & Production,OK,Oklahoma City,35.466488,-97.51849,2015,7801000000,-6065000000,-14459000000,13024000000,47077
DVN,NYSE,Energy,Oil & Gas Exploration & Production,OK,Oklahoma City,35.466488,-97.51849,2016,10518000000,141000000,-1058000000,23154690000,50943
DVN,NYSE,Energy,Oil & Gas Exploration & Production,OK,Oklahoma City,35.466488,-97.51849,2017,8822000000,15000000,750000000,21652200000,55006
DVN,NYSE,Energy,Oil & Gas Exploration & Production,OK,Oklahoma City,35.466488,-97.51849,2018,8711000000,230000000,706000000,11202380000,54434
DVN,NYSE,Energy,Oil & Gas Exploration & Production,OK,Oklahoma City,35.466488,-97.51849,2019,6335000000,-30000000,-81000000,10413970000,52919
DXC,NYSE,Information Technology,IT Consulting & Other Services,VA,Tysons,38.921257,-77.22179,2016,7106000000,-62000000,71000000,7246695000,66451
DXC,NYSE,Information Technology,IT Consulting & Other Services,VA,Tysons,38.921257,-77.22179,2017,7607000000,-74000000,-123000000,11491648000,71293
DXC,NYSE,Information Technology,IT Consulting & Other Services,VA,Tysons,38.921257,-77.22179,2018,21733000000,-242000000,1515000000,15419300000,77151
DXC,NYSE,Information Technology,IT Consulting & Other Services,VA,Tysons,38.921257,-77.22179,2019,20753000000,288000000,1222000000,10562790000,74222
DXC,NYSE,Information Technology,IT Consulting & Other Services,VA,Tysons,38.921257,-77.22179,2020,19577000000,130000000,-5369000000,5931100000,0
DXCM,NASDAQ,Health Care,Health Care Equipment,CA,San Diego,32.90731,-117.185265,2015,402000000,0,-58000000,6552000000,63636
DXCM,NASDAQ,Health Care,Health Care Equipment,CA,San Diego,32.90731,-117.185265,2016,573000000,1000000,-66000000,5014800000,66637
DXCM,NASDAQ,Health Care,Health Care Equipment,CA,San Diego,32.90731,-117.185265,2017,719000000,2000000,-50000000,4935540000,69759
DXCM,NASDAQ,Health Care,Health Care Equipment,CA,San Diego,32.90731,-117.185265,2018,1032000000,1000000,-127000000,10542400000,70489
DXCM,NASDAQ,Health Care,Health Care Equipment,CA,San Diego,32.90731,-117.185265,2019,1476000000,3000000,101000000,20124080000,75235
EA,NASDAQ,Communication Services,Interactive Home Entertainment,CA,Redwood City,37.51901,-122.252426,2016,4373000000,-279000000,1156000000,25990800000,66637
EA,NASDAQ,Communication Services,Interactive Home Entertainment,CA,Redwood City,37.51901,-122.252426,2017,4808000000,243000000,967000000,32988840000,69759
EA,NASDAQ,Communication Services,Interactive Home Entertainment,CA,Redwood City,37.51901,-122.252426,2018,5160000000,406000000,1043000000,24619920000,70489
EA,NASDAQ,Communication Services,Interactive Home Entertainment,CA,Redwood City,37.51901,-122.252426,2019,4932000000,60000000,1019000000,32898060000,75235
EA,NASDAQ,Communication Services,Interactive Home Entertainment,CA,Redwood City,37.51901,-122.252426,2020,5466000000,-1531000000,3039000000,41833950000,0
EBAY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,CA,San Jose,37.29627,-121.92695,2015,8592000000,459000000,1947000000,33525600000,63636
EBAY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,CA,San Jose,37.29627,-121.92695,2016,8979000000,-3634000000,7285000000,33965360000,66637
EBAY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,CA,San Jose,37.29627,-121.92695,2017,9955000000,3288000000,-1013000000,40155360000,69759
EBAY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,CA,San Jose,37.29627,-121.92695,2018,10754000000,190000000,2528000000,27817370000,70489
EBAY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,CA,San Jose,37.29627,-121.92695,2019,10719000000,415000000,1792000000,30910160000,75235
ECL,NYSE,Materials,Specialty Chemicals,MN,Saint Paul,44.9437,-93.0943,2015,13545000000,301000000,1002000000,34428380000,68730
ECL,NYSE,Materials,Specialty Chemicals,MN,Saint Paul,44.9437,-93.0943,2016,13153000000,403000000,1230000000,34814340000,70218
ECL,NYSE,Materials,Specialty Chemicals,MN,Saint Paul,44.9437,-93.0943,2017,13836000000,244000000,1505000000,39448920000,71920
ECL,NYSE,Materials,Specialty Chemicals,MN,Saint Paul,44.9437,-93.0943,2018,14668000000,364000000,1429000000,43173550000,71817
ECL,NYSE,Materials,Specialty Chemicals,MN,Saint Paul,44.9437,-93.0943,2019,14906000000,323000000,1559000000,56546070000,71306
ED,NYSE,Utilities,Electric Utilities,NY,New York,40.734135,-73.988655,2015,12524000000,605000000,1193000000,18895380000,58005
ED,NYSE,Utilities,Electric Utilities,NY,New York,40.734135,-73.988655,2016,12066000000,698000000,1245000000,22251360000,61437
ED,NYSE,Utilities,Electric Utilities,NY,New York,40.734135,-73.988655,2017,12028000000,472000000,1525000000,26249550000,62447
ED,NYSE,Utilities,Electric Utilities,NY,New York,40.734135,-73.988655,2018,12333000000,401000000,1382000000,23931980000,67274
ED,NYSE,Utilities,Electric Utilities,NY,New York,40.734135,-73.988655,2019,12549000000,296000000,1343000000,29855100000,68486
EFX,NYSE,Industrials,Research & Consulting Services,GA,Atlanta,33.7983,-84.391014,2015,2664000000,202000000,429000000,13475770000,50768
EFX,NYSE,Industrials,Research & Consulting Services,GA,Atlanta,33.7983,-84.391014,2016,3145000000,233000000,489000000,14305830000,53527
EFX,NYSE,Industrials,Research & Consulting Services,GA,Atlanta,33.7983,-84.391014,2017,3362000000,149000000,587000000,14386240000,57016
EFX,NYSE,Industrials,Research & Consulting Services,GA,Atlanta,33.7983,-84.391014,2018,3412000000,50000000,300000000,11268730000,55821
EFX,NYSE,Industrials,Research & Consulting Services,GA,Atlanta,33.7983,-84.391014,2019,3508000000,-40000000,-399000000,16954520000,58700
EIX,NYSE,Utilities,Electric Utilities,CA,Rosemead,34.0539,-118.08196,2015,11524000000,486000000,984000000,19480090000,63636
EIX,NYSE,Utilities,Electric Utilities,CA,Rosemead,34.0539,-118.08196,2016,11869000000,177000000,1299000000,23756700000,66637
EIX,NYSE,Utilities,Electric Utilities,CA,Rosemead,34.0539,-118.08196,2017,12320000000,281000000,565000000,20742720000,69759
EIX,NYSE,Utilities,Electric Utilities,CA,Rosemead,34.0539,-118.08196,2018,12657000000,-739000000,-457000000,18507020000,70489
EIX,NYSE,Utilities,Electric Utilities,CA,Rosemead,34.0539,-118.08196,2019,12347000000,-278000000,1284000000,25714810000,75235
EL,NYSE,Consumer Staples,Personal Products,NY,New York,40.7639,-73.97328,2016,11262000000,434000000,1115000000,28836730000,61437
EL,NYSE,Consumer Staples,Personal Products,NY,New York,40.7639,-73.97328,2017,11824000000,361000000,1249000000,47460520000,62447
EL,NYSE,Consumer Staples,Personal Products,NY,New York,40.7639,-73.97328,2018,13683000000,863000000,1108000000,48917600000,67274
EL,NYSE,Consumer Staples,Personal Products,NY,New York,40.7639,-73.97328,2019,14835000000,513000000,1785000000,76419800000,68486
EL,NYSE,Consumer Staples,Personal Products,NY,New York,40.7639,-73.97328,2020,14259000000,350000000,684000000,95768650000,0
EMN,NYSE,Materials,Diversified Chemicals,TN,Kingsport,36.539,-82.5409,2015,9558000000,275000000,848000000,10126500000,47330
EMN,NYSE,Materials,Diversified Chemicals,TN,Kingsport,36.539,-82.5409,2016,8945000000,190000000,854000000,11131080000,51344
EMN,NYSE,Materials,Diversified Chemicals,TN,Kingsport,36.539,-82.5409,2017,9514000000,-99000000,1384000000,13525440000,55240
EMN,NYSE,Materials,Diversified Chemicals,TN,Kingsport,36.539,-82.5409,2018,10122000000,226000000,1080000000,10454730000,56060
EMN,NYSE,Materials,Diversified Chemicals,TN,Kingsport,36.539,-82.5409,2019,9247000000,140000000,759000000,11017140000,53320
EMR,NYSE,Industrials,Electrical Components & Equipment,MO,St Louis,38.72909,-90.27784,2016,14522000000,697000000,1590000000,36070250000,55016
EMR,NYSE,Industrials,Electrical Components & Equipment,MO,St Louis,38.72909,-90.27784,2017,15264000000,660000000,1643000000,44810670000,56885
EMR,NYSE,Industrials,Electrical Components & Equipment,MO,St Louis,38.72909,-90.27784,2018,17408000000,443000000,2203000000,37941250000,61726
EMR,NYSE,Industrials,Electrical Components & Equipment,MO,St Louis,38.72909,-90.27784,2019,18372000000,531000000,2306000000,47357460000,55461
EMR,NYSE,Industrials,Electrical Components & Equipment,MO,St Louis,38.72909,-90.27784,2020,16790000000,345000000,1965000000,48547860000,0
EOG,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.759192,-95.37077,2015,8704000000,-2397000000,-4525000000,38651340000,56473
EOG,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.759192,-95.37077,2016,7544000000,-461000000,-1097000000,55908300000,58146
EOG,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.759192,-95.37077,2017,11288000000,-1921000000,2583000000,62479890000,59295
EOG,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.759192,-95.37077,2018,17266000000,822000000,3419000000,50581800000,59785
EOG,NYSE,Energy,Oil & Gas Exploration & Production,TX,Houston,29.759192,-95.37077,2019,17076000000,810000000,2735000000,48664560000,61874
EQIX,NASDAQ,Real Estate,Specialized REITs,CA,Redwood City,37.4828,-122.2361,2015,2726000000,23000000,188000000,17539200000,63636
EQIX,NASDAQ,Real Estate,Specialized REITs,CA,Redwood City,37.4828,-122.2361,2016,3612000000,45000000,114000000,25376110000,66637
EQIX,NASDAQ,Real Estate,Specialized REITs,CA,Redwood City,37.4828,-122.2361,2017,4368000000,54000000,233000000,35351160000,69759
EQIX,NASDAQ,Real Estate,Specialized REITs,CA,Redwood City,37.4828,-122.2361,2018,5087000000,68000000,365000000,28204800000,70489
EQIX,NASDAQ,Real Estate,Specialized REITs,CA,Redwood City,37.4828,-122.2361,2019,5521000000,185000000,507000000,49614500000,75235
EQR,NYSE,Real Estate,Residential REITs,IL,Chicago,41.8832,-87.6324,2015,2723000000,1000000,531000000,29617170000,60413
EQR,NYSE,Real Estate,Residential REITs,IL,Chicago,41.8832,-87.6324,2016,2383000000,2000000,232000000,23491400000,61386
EQR,NYSE,Real Estate,Residential REITs,IL,Chicago,41.8832,-87.6324,2017,2453000000,0,427000000,23403590000,64609
EQR,NYSE,Real Estate,Residential REITs,IL,Chicago,41.8832,-87.6324,2018,2560000000,1000000,400000000,24291680000,70145
EQR,NYSE,Real Estate,Residential REITs,IL,Chicago,41.8832,-87.6324,2019,2680000000,-2000000,968000000,31235120000,65886
ES,NYSE,Utilities,Multi-Utilities,MA,Springfield,42.147743,-72.54407,2015,7955000000,540000000,878000000,16240260000,67861
ES,NYSE,Utilities,Multi-Utilities,MA,Springfield,42.147743,-72.54407,2016,7639000000,555000000,942000000,17563140000,72266
ES,NYSE,Utilities,Multi-Utilities,MA,Springfield,42.147743,-72.54407,2017,7752000000,579000000,988000000,20091240000,73227
ES,NYSE,Utilities,Multi-Utilities,MA,Springfield,42.147743,-72.54407,2018,8448000000,289000000,1033000000,20682720000,86345
ES,NYSE,Utilities,Multi-Utilities,MA,Springfield,42.147743,-72.54407,2019,8526000000,273000000,909000000,27477610000,81215
ESS,NYSE,Real Estate,Residential REITs,CA,San Mateo,37.5472,-122.3144,2015,1192000000,0,232000000,15561650000,63636
ESS,NYSE,Real Estate,Residential REITs,CA,San Mateo,37.5472,-122.3144,2016,1290000000,4000000,412000000,15345000000,66637
ESS,NYSE,Real Estate,Residential REITs,CA,San Mateo,37.5472,-122.3144,2017,1382000000,0,433000000,15930420000,69759
ESS,NYSE,Real Estate,Residential REITs,CA,San Mateo,37.5472,-122.3144,2018,1417000000,0,390000000,16183860000,70489
ESS,NYSE,Real Estate,Residential REITs,CA,San Mateo,37.5472,-122.3144,2019,1479000000,0,439000000,19856760000,75235
ETR,NYSE,Utilities,Electric Utilities,LA,New Orleans,29.949121,-90.076355,2015,11139000000,-643000000,-157000000,12236440000,45922
ETR,NYSE,Utilities,Electric Utilities,LA,New Orleans,29.949121,-90.076355,2016,10564000000,-817000000,-565000000,13151130000,42196
ETR,NYSE,Utilities,Electric Utilities,LA,New Orleans,29.949121,-90.076355,2017,10965000000,543000000,425000000,14731590000,43903
ETR,NYSE,Utilities,Electric Utilities,LA,New Orleans,29.949121,-90.076355,2018,11069000000,-1037000000,863000000,15750810000,49973
ETR,NYSE,Utilities,Electric Utilities,LA,New Orleans,29.949121,-90.076355,2019,10770000000,-170000000,1258000000,23600600000,49469
ETSY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,NY,Brooklyn,40.700413,-73.98869,2015,273499000,26069000,-54063000,752670198,58005
ETSY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,NY,Brooklyn,40.700413,-73.98869,2016,364967000,27025000,-29901000,1337768606,61437
ETSY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,NY,Brooklyn,40.700413,-73.98869,2017,441231000,-49535000,81720000,2500374465,62447
ETSY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,NY,Brooklyn,40.700413,-73.98869,2018,603693000,-22413000,77454000,6045423936,67274
ETSY,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,NY,Brooklyn,40.700413,-73.98869,2019,818379000,-15248000,95894000,5569400430,68486
EW,NYSE,Health Care,Health Care Equipment,CA,Irvine,33.6694,-117.8231,2015,2494000000,128000000,495000000,17401948700,63636
EW,NYSE,Health Care,Health Care Equipment,CA,Irvine,33.6694,-117.8231,2016,2964000000,168000000,570000000,20395344900,66637
EW,NYSE,Health Care,Health Care Equipment,CA,Irvine,33.6694,-117.8231,2017,3435000000,451000000,584000000,24345360000,69759
EW,NYSE,Health Care,Health Care Equipment,CA,Irvine,33.6694,-117.8231,2018,3723000000,39000000,722000000,32727344700,70489
EW,NYSE,Health Care,Health Care Equipment,CA,Irvine,33.6694,-117.8231,2019,4348000000,120000000,1047000000,49535222100,75235
EXC,NASDAQ,Utilities,Multi-Utilities,IL,Chicago,41.8832,-87.6324,2015,28325000000,1073000000,2269000000,24798610000,60413
EXC,NASDAQ,Utilities,Multi-Utilities,IL,Chicago,41.8832,-87.6324,2016,32182000000,761000000,1134000000,32899230000,61386
EXC,NASDAQ,Utilities,Multi-Utilities,IL,Chicago,41.8832,-87.6324,2017,33373000000,-126000000,3786000000,37400090000,64609
EXC,NASDAQ,Utilities,Multi-Utilities,IL,Chicago,41.8832,-87.6324,2018,36094000000,120000000,2010000000,43701900000,70145
EXC,NASDAQ,Utilities,Multi-Utilities,IL,Chicago,41.8832,-87.6324,2019,33673000000,774000000,2936000000,44404660000,65886
EXPD,NASDAQ,Industrials,Air Freight & Logistics,WA,Seattle,47.605762,-122.33416,2015,6617000000,277000000,457000000,8569000000,67243
EXPD,NASDAQ,Industrials,Air Freight & Logistics,WA,Seattle,47.605762,-122.33416,2016,6098000000,254000000,431000000,9691680000,70310
EXPD,NASDAQ,Industrials,Air Freight & Logistics,WA,Seattle,47.605762,-122.33416,2017,6921000000,228000000,489000000,11773580000,75418
EXPD,NASDAQ,Industrials,Air Freight & Logistics,WA,Seattle,47.605762,-122.33416,2018,8138000000,199000000,618000000,12120020000,79726
EXPD,NASDAQ,Industrials,Air Freight & Logistics,WA,Seattle,47.605762,-122.33416,2019,8175000000,204000000,590000000,13575480000,73775
EXPE,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,WA,Seattle,47.6032,-122.3303,2015,6672000000,203000000,764000000,16656200000,67243
EXPE,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,WA,Seattle,47.6032,-122.3303,2016,8774000000,15000000,282000000,17558400000,70310
EXPE,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,WA,Seattle,47.6032,-122.3303,2017,10060000000,45000000,378000000,18684120000,75418
EXPE,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,WA,Seattle,47.6032,-122.3303,2018,11223000000,87000000,406000000,17235450000,79726
EXPE,NASDAQ,Consumer Discretionary,Internet & Direct Marketing Retail,WA,Seattle,47.6032,-122.3303,2019,12067000000,203000000,565000000,16221000000,73775
EXR,NYSE,Real Estate,Specialized REITs,UT,Salt Lake City,40.632645,-111.811714,2015,770000000,11000000,189000000,11202670000,66258
EXR,NYSE,Real Estate,Specialized REITs,UT,Salt Lake City,40.632645,-111.811714,2016,973000000,16000000,365000000,9732240000,67481
EXR,NYSE,Real Estate,Specialized REITs,UT,Salt Lake City,40.632645,-111.811714,2017,1096000000,4000000,478000000,11718300000,71319
EXR,NYSE,Real Estate,Specialized REITs,UT,Salt Lake City,40.632645,-111.811714,2018,1205000000,9000000,415000000,12033840000,77067
EXR,NYSE,Real Estate,Specialized REITs,UT,Salt Lake City,40.632645,-111.811714,2019,1321000000,11000000,419000000,14364320000,71621
F,NYSE,Consumer Discretionary,Automobile Manufacturers,MI,Dearborn,42.3221,-83.1759,2015,149558000000,2881000000,7373000000,56388180000,54203
F,NYSE,Consumer Discretionary,Automobile Manufacturers,MI,Dearborn,42.3221,-83.1759,2016,151800000000,2189000000,4596000000,48507870000,57091
F,NYSE,Consumer Discretionary,Automobile Manufacturers,MI,Dearborn,42.3221,-83.1759,2017,156776000000,402000000,7731000000,49935020000,57700
F,NYSE,Consumer Discretionary,Automobile Manufacturers,MI,Dearborn,42.3221,-83.1759,2018,160338000000,650000000,3677000000,30584700000,60449
F,NYSE,Consumer Discretionary,Automobile Manufacturers,MI,Dearborn,42.3221,-83.1759,2019,155900000000,-724000000,47000000,37237200000,57144
FANG,NASDAQ,Energy,Oil & Gas Exploration & Production,TX,Midland,31.998463,-102.079414,2015,447000000,-201000000,-551000000,4214700000,56473
FANG,NASDAQ,Energy,Oil & Gas Exploration & Production,TX,Midland,31.998463,-102.079414,2016,527000000,0,-165000000,7579500000,58146
FANG,NASDAQ,Energy,Oil & Gas Exploration & Production,TX,Midland,31.998463,-102.079414,2017,1205000000,-20000000,482000000,12372500000,59295
FANG,NASDAQ,Energy,Oil & Gas Exploration & Production,TX,Midland,31.998463,-102.079414,2018,2176000000,168000000,846000000,9733500000,59785
FANG,NASDAQ,Energy,Oil & Gas Exploration & Production,TX,Midland,31.998463,-102.079414,2019,3964000000,47000000,240000000,15229040000,61874
FAST,NASDAQ,Industrials,Building Products,MN,Winona,44.06424,-91.6888,2015,3869000000,310000000,516000000,11919440000,68730
FAST,NASDAQ,Industrials,Building Products,MN,Winona,44.06424,-91.6888,2016,3962000000,290000000,499000000,13577220000,70218
FAST,NASDAQ,Industrials,Building Products,MN,Winona,44.06424,-91.6888,2017,4391000000,295000000,579000000,15778065000,71920
FAST,NASDAQ,Industrials,Building Products,MN,Winona,44.06424,-91.6888,2018,4965000000,235000000,752000000,15007230000,71817
FAST,NASDAQ,Industrials,Building Products,MN,Winona,44.06424,-91.6888,2019,5334000000,253000000,791000000,21209300000,71306
FB,NASDAQ,Communication Services,Interactive Media & Services,CA,Menlo Park,37.4528,-122.1833,2015,17928000000,2506000000,3669000000,298595000000,63636
FB,NASDAQ,Communication Services,Interactive Media & Services,CA,Menlo Park,37.4528,-122.1833,2016,27638000000,2301000000,10188000000,336521000000,66637
FB,NASDAQ,Communication Services,Interactive Media & Services,CA,Menlo Park,37.4528,-122.1833,2017,40653000000,4660000000,15920000000,521616000000,69759
FB,NASDAQ,Communication Services,Interactive Media & Services,CA,Menlo Park,37.4528,-122.1833,2018,55838000000,3249000000,22111000000,382914000000,70489
FB,NASDAQ,Communication Services,Interactive Media & Services,CA,Menlo Park,37.4528,-122.1833,2019,70697000000,6327000000,18485000000,590299000000,75235
FBHS,NYSE,Industrials,Building Products,IL,Deerfield,42.152782,-87.84104,2015,4579000000,153000000,306000000,9046500000,60413
FBHS,NYSE,Industrials,Building Products,IL,Deerfield,42.152782,-87.84104,2016,4985000000,170000000,412000000,8446680000,61386
FBHS,NYSE,Industrials,Building Products,IL,Deerfield,42.152782,-87.84104,2017,5283000000,160000000,475000000,10676640000,64609
FBHS,NYSE,Industrials,Building Products,IL,Deerfield,42.152782,-87.84104,2018,5485000000,147000000,390000000,5546540000,70145
FBHS,NYSE,Industrials,Building Products,IL,Deerfield,42.152782,-87.84104,2019,5765000000,144000000,432000000,9212940000,65886
FCX,NYSE,Materials,Copper,AZ,Phoenix,33.451756,-112.07381,2015,14960000000,-1951000000,-12251000000,7325140000,52248
FCX,NYSE,Materials,Copper,AZ,Phoenix,33.451756,-112.07381,2016,14598000000,371000000,-3901000000,17384420000,57100
FCX,NYSE,Materials,Copper,AZ,Phoenix,33.451756,-112.07381,2017,15858000000,883000000,1751000000,27567840000,61125
FCX,NYSE,Materials,Copper,AZ,Phoenix,33.451756,-112.07381,2018,18967000000,991000000,2613000000,15031980000,62283
FCX,NYSE,Materials,Copper,AZ,Phoenix,33.451756,-112.07381,2019,14356000000,510000000,-245000000,19037120000,58945
FDX,NYSE,Industrials,Air Freight & Logistics,TN,Memphis,35.10741,-89.85852,2016,50365000000,920000000,1818000000,51949800000,51344
FDX,NYSE,Industrials,Air Freight & Logistics,TN,Memphis,35.10741,-89.85852,2017,60319000000,1582000000,2993000000,67375800000,55240
FDX,NYSE,Industrials,Air Freight & Logistics,TN,Memphis,35.10741,-89.85852,2018,65450000000,-219000000,4566000000,43881760000,56060
FDX,NYSE,Industrials,Air Freight & Logistics,TN,Memphis,35.10741,-89.85852,2019,69693000000,115000000,539000000,40070650000,53320
FDX,NYSE,Industrials,Air Freight & Logistics,TN,Memphis,35.10741,-89.85852,2020,69217000000,383000000,1284000000,70430840000,0
FE,NYSE,Utilities,Electric Utilities,OH,Akron,41.083313,-81.51758,2015,14865000000,315000000,578000000,13453520000,53301
FE,NYSE,Utilities,Electric Utilities,OH,Akron,41.083313,-81.51758,2016,14315000000,-3055000000,-6177000000,13193220000,53985
FE,NYSE,Utilities,Electric Utilities,OH,Akron,41.083313,-81.51758,2017,10928000000,1715000000,-289000000,13595280000,59768
FE,NYSE,Utilities,Electric Utilities,OH,Akron,41.083313,-81.51758,2018,11261000000,490000000,1022000000,18549700000,61633
FE,NYSE,Utilities,Electric Utilities,OH,Akron,41.083313,-81.51758,2019,11035000000,213000000,904000000,26341200000,56602
FFIV,NASDAQ,Information Technology,Communications Equipment,WA,Seattle,47.627197,-122.3692,2016,1995000000,184000000,366000000,9840960000,70310
FFIV,NASDAQ,Information Technology,Communications Equipment,WA,Seattle,47.627197,-122.3692,2017,2090000000,155000000,421000000,8529300000,75418
FFIV,NASDAQ,Information Technology,Communications Equipment,WA,Seattle,47.627197,-122.3692,2018,2161000000,150000000,454000000,10045860000,79726
FFIV,NASDAQ,Information Technology,Communications Equipment,WA,Seattle,47.627197,-122.3692,2019,2242000000,113000000,428000000,8379000000,73775
FFIV,NASDAQ,Information Technology,Communications Equipment,WA,Seattle,47.627197,-122.3692,2020,2351000000,89000000,307000000,10712210000,0
FIS,NYSE,Information Technology,Data Processing & Outsourced Services,FL,Jacksonville,30.318632,-81.67561,2015,6596000000,379000000,639000000,17513400000,48825
FIS,NYSE,Information Technology,Data Processing & Outsourced Services,FL,Jacksonville,30.318632,-81.67561,2016,9241000000,317000000,567000000,24961200000,51176
FIS,NYSE,Information Technology,Data Processing & Outsourced Services,FL,Jacksonville,30.318632,-81.67561,2017,8668000000,-321000000,1261000000,31614240000,53681
FIS,NYSE,Information Technology,Data Processing & Outsourced Services,FL,Jacksonville,30.318632,-81.67561,2018,8423000000,208000000,846000000,34046600000,54644
FIS,NYSE,Information Technology,Data Processing & Outsourced Services,FL,Jacksonville,30.318632,-81.67561,2019,10333000000,100000000,298000000,62729590000,55660
FISV,NASDAQ,Information Technology,Data Processing & Outsourced Services,WI,Brookfield,43.034138,-88.14014,2015,5254000000,377000000,712000000,21767480000,55425
FISV,NASDAQ,Information Technology,Data Processing & Outsourced Services,WI,Brookfield,43.034138,-88.14014,2016,5505000000,492000000,930000000,23806720000,59817
FISV,NASDAQ,Information Technology,Data Processing & Outsourced Services,WI,Brookfield,43.034138,-88.14014,2017,5696000000,158000000,1232000000,28258515000,63451
FISV,NASDAQ,Information Technology,Data Processing & Outsourced Services,WI,Brookfield,43.034138,-88.14014,2018,5823000000,378000000,1187000000,30424860000,62629
FISV,NASDAQ,Information Technology,Data Processing & Outsourced Services,WI,Brookfield,43.034138,-88.14014,2019,10187000000,198000000,893000000,60474490000,61747
FITB,NASDAQ,Financials,Regional Banks,OH,Cincinnati,39.1037,-84.5136,2015,4028000000,659000000,1697000000,16240800000,53301
FITB,NASDAQ,Financials,Regional Banks,OH,Cincinnati,39.1037,-84.5136,2016,4193000000,505000000,1549000000,20605080000,53985
FITB,NASDAQ,Financials,Regional Banks,OH,Cincinnati,39.1037,-84.5136,2017,4489000000,799000000,2157000000,22481940000,59768
FITB,NASDAQ,Financials,Regional Banks,OH,Cincinnati,39.1037,-84.5136,2018,5183000000,572000000,2170000000,16118050000,61633
FITB,NASDAQ,Financials,Regional Banks,OH,Cincinnati,39.1037,-84.5136,2019,6254000000,690000000,2491000000,22132800000,56602
FLIR,NASDAQ,Information Technology,Electronic Equipment & Instruments,OR,Wilsonville,45.31962,-122.76706,2015,1557000000,64000000,242000000,3957870000,60834
FLIR,NASDAQ,Information Technology,Electronic Equipment & Instruments,OR,Wilsonville,45.31962,-122.76706,2016,1662000000,109000000,167000000,4994220000,59135
FLIR,NASDAQ,Information Technology,Electronic Equipment & Instruments,OR,Wilsonville,45.31962,-122.76706,2017,1800000000,172000000,107000000,6526800000,64610
FLIR,NASDAQ,Information Technology,Electronic Equipment & Instruments,OR,Wilsonville,45.31962,-122.76706,2018,1776000000,25000000,282000000,6095600000,69165
FLIR,NASDAQ,Information Technology,Electronic Equipment & Instruments,OR,Wilsonville,45.31962,-122.76706,2019,1887000000,70000000,172000000,7133590000,62818
FLS,NYSE,Industrials,Industrial Machinery,TX,Irving,32.8117,-96.9508,2015,4566000000,148000000,258000000,5638720000,56473
FLS,NYSE,Industrials,Industrial Machinery,TX,Irving,32.8117,-96.9508,2016,3992000000,77000000,132000000,6294550000,58146
FLS,NYSE,Industrials,Industrial Machinery,TX,Irving,32.8117,-96.9508,2017,3661000000,259000000,3000000,5519030000,59295
FLS,NYSE,Industrials,Industrial Machinery,TX,Irving,32.8117,-96.9508,2018,3833000000,51000000,120000000,4980620000,59785
FLS,NYSE,Industrials,Industrial Machinery,TX,Irving,32.8117,-96.9508,2019,3945000000,80000000,254000000,6569640000,61874
FLT,NYSE,Information Technology,Data Processing & Outsourced Services,GA,Atlanta,33.7485,-84.3915,2015,1703000000,174000000,362000000,13435420000,50768
